effect_id,analysis_id,row_kind,study_label,version,effect_measure,effect,ci_lower,ci_upper,se,variance,weight_pct,n_treatment,n_control,events_treatment,events_control,subgroup,timepoint,source_page,source_type,source_table,source_figure,row_label,effect_norm,ci_lower_norm,ci_upper_norm,certainty,supersedes,note
F2-13,A1-PUB,STUDY,"Schulberg, 1996",AS_PUBLISHED,Hedges' g,0.44,0.15,0.73,0.15,0.02,8.29,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Schulberg, 1996",0.44,0.15,0.73,KNOWN,,"Z 2.95, p 0.00; as printed: PT1 vs CTRL-TAU; HAMD"
F2-14,A1-PUB,STUDY,"Spinelli, 2003",AS_PUBLISHED,Hedges' g,0.84,-0.19,1.87,0.52,0.28,1.89,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Spinelli, 2003",0.84,-0.19,1.87,KNOWN,,"Z 1.60, p 0.11; as printed: PT1 vs CTRL-NS; Combined"
F2-15,A1-PUB,STUDY,"Strachowski, 2008",AS_PUBLISHED,Hedges' g,1.58,0.88,2.28,0.36,0.13,3.43,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Strachowski, 2008",1.58,0.88,2.28,KNOWN,,"Z 4.42, p 0.00; as printed: PT1 vs CTRL-NT; Combined; CI whisker drawn with arrow at/beyond the +2.00 axis limit"
F2-16,A1-PUB,STUDY,"Swartz, 2008",AS_PUBLISHED,Hedges' g,0.85,0.21,1.48,0.32,0.10,3.93,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Swartz, 2008",0.85,0.21,1.48,KNOWN,,"Z 2.62, p 0.01; as printed: PT1 vs CTRL-TAU; Combined"
F2-17,A1-PUB,STUDY,"Thompson, 1987",AS_PUBLISHED,Hedges' g,0.41,-0.09,0.91,0.26,0.07,5.21,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Thompson, 1987",0.41,-0.09,0.91,KNOWN,,"Z 1.60, p 0.11; as printed: PT1 vs CTRL-NT; Combined"
F2-18,A1-PUB,STUDY,"Waters, in press",AS_PUBLISHED,Hedges' g,0.70,0.11,1.28,0.30,0.09,4.39,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Waters, in press",0.70,0.11,1.28,KNOWN,,"Z 2.34, p 0.02; as printed: Combined; BDI"
F2-19,A1-PUB,STUDY,"Weissman, 1979",AS_PUBLISHED,Hedges' g,0.88,0.07,1.70,0.42,0.17,2.73,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Weissman, 1979",0.88,0.07,1.70,KNOWN,,"Z 2.12, p 0.03; as printed: PT1 vs CTRL-NS; outcome printed ""no failure"""
F2-20,A1-PUB,STUDY,"Wright, 2005",AS_PUBLISHED,Hedges' g,1.10,0.35,1.85,0.38,0.15,3.10,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,"Wright, 2005",1.10,0.35,1.85,KNOWN,,"Z 2.88, p 0.00; as printed: Combined; Combined"
F2-21,A1-PUB,SUBGROUP_TOTAL,Published (Overall),AS_PUBLISHED,Hedges' g,0.52,0.37,0.68,0.08,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 2,Published (Overall),0.52,0.37,0.68,KNOWN,,"Z 6.64, p 0.00; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F2-22,A1-UNPUB,STUDY,[unpublished study — name and values suppressed],AS_PUBLISHED,Hedges' g,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,Unpublished,,,,UNRESOLVED,,"Row prints only the group label 'Unpublished'; name and all statistics withheld ('we did not have permission of the investigators to do so', figure caption). one of two Fig 2 hidden rows; the two jointly carry 15.64% relative weight (100 - 84.36 visible), not individually recoverable. UNRESOLVED which Table 1 unpublished grant this is (candidates: Battle, Gilliam, Miller R01MH058866, Monk, Stuart x2, Zlotnick). SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F2-23,A1-UNPUB,STUDY,"Blum, unpublished",AS_PUBLISHED,Hedges' g,0.50,-0.34,1.33,0.43,0.18,10.55,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,"Blum, unpublished",0.50,-0.34,1.33,KNOWN,,"Z 1.17, p 0.24; as printed: Combined; SCL-90-D; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F2-24,A1-UNPUB,STUDY,"Hauenstein, unpublished",AS_PUBLISHED,Hedges' g,0.08,-0.31,0.47,0.20,0.04,26.79,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,"Hauenstein, unpublished",0.08,-0.31,0.47,KNOWN,,"Z 0.42, p 0.67; as printed: PT1 vs CTRL-NS; HAMD; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F2-25,A1-UNPUB,STUDY,[unpublished study — name and values suppressed],AS_PUBLISHED,Hedges' g,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,Unpublished,,,,UNRESOLVED,,"Row prints only the group label 'Unpublished'; name and all statistics withheld ('we did not have permission of the investigators to do so', figure caption). one of two Fig 2 hidden rows; the two jointly carry 15.64% relative weight (100 - 84.36 visible), not individually recoverable. UNRESOLVED which Table 1 unpublished grant this is (candidates: Battle, Gilliam, Miller R01MH058866, Monk, Stuart x2, Zlotnick). SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F2-26,A1-UNPUB,STUDY,[unnamed unpublished],AS_PUBLISHED,Hedges' g,0.31,-0.10,0.71,0.21,0.04,25.96,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,(blank study-name cell),0.31,-0.10,0.71,KNOWN,,"Z 1.48, p 0.14; as printed: PT1 vs CTRL-TAU; Combined; values KNOWN; study identity UNRESOLVED — name withheld at the investigators' request; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F2-27,A1-UNPUB,STUDY,"Thase, unpublished",AS_PUBLISHED,Hedges' g,-0.09,-0.59,0.40,0.25,0.06,21.06,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,"Thase, unpublished",-0.09,-0.59,0.40,KNOWN,,"Z -0.36, p 0.72; as printed: PT1 vs CTRL-NS(PLAC); HAMD; matches APLAC-UNPUB (the k=1 unpublished pill-placebo pool, text p14); SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F2-28,A1-UNPUB,SUBGROUP_TOTAL,Unpublished (Overall),AS_PUBLISHED,Hedges' g,0.20,-0.11,0.51,0.16,0.02,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,Unpublished (Overall),0.20,-0.11,0.51,KNOWN,,"Z 1.28, p 0.20; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree; pooled entirely from author-supplied unpublished data; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F2-29,A1-ALL,OVERALL_TOTAL,Overall,AS_PUBLISHED,Hedges' g,0.39,0.08,0.70,0.16,0.02,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published + unpublished,post-treatment,13,FOREST_PLOT,,Fig 2,Overall,0.39,0.08,0.70,KNOWN,,"Z 2.47, p 0.01; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F3-01,A1a-PUB,STUDY,"O'Hara, 2000",AS_PUBLISHED,Hedges' g,1.14,0.72,1.56,0.22,0.05,27.13,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 3,"O'Hara, 2000",1.14,0.72,1.56,KNOWN,,"Z 5.30, p 0.00; as printed: PT1 vs CTRL-NT; Combined"
F3-02,A1a-PUB,STUDY,"Rohan, 2007",AS_PUBLISHED,Hedges' g,1.01,0.26,1.75,0.38,0.14,16.07,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 3,"Rohan, 2007",1.01,0.26,1.75,KNOWN,,"Z 2.66, p 0.01; as printed: PT1 vs CTRL-NT; Combined"
F3-03,A1a-PUB,STUDY,"Strachowski, 2008",AS_PUBLISHED,Hedges' g,1.58,0.88,2.28,0.36,0.13,17.19,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 3,"Strachowski, 2008",1.58,0.88,2.28,KNOWN,,"Z 4.42, p 0.00; as printed: PT1 vs CTRL-NT; Combined; CI whisker drawn with arrow at/beyond the +2.00 axis limit"
F3-04,A1a-PUB,STUDY,"Thompson, 1987",AS_PUBLISHED,Hedges' g,0.41,-0.09,0.91,0.26,0.07,23.79,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 3,"Thompson, 1987",0.41,-0.09,0.91,KNOWN,,"Z 1.60, p 0.11; as printed: PT1 vs CTRL-NT; Combined"
F3-05,A1a-PUB,STUDY,"Wright, 2005",AS_PUBLISHED,Hedges' g,1.10,0.35,1.85,0.38,0.15,15.82,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 3,"Wright, 2005",1.10,0.35,1.85,KNOWN,,"Z 2.88, p 0.00; as printed: Combined; Combined"
F3-06,A1a-PUB,SUBGROUP_TOTAL,Published (Overall),AS_PUBLISHED,Hedges' g,1.01,0.63,1.40,0.20,0.04,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,13,FOREST_PLOT,,Fig 3,Published (Overall),1.01,0.63,1.40,KNOWN,,"Z 5.20, p 0.00; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F3-07,A1a-UNPUB,STUDY,[unpublished study — name and values suppressed],AS_PUBLISHED,Hedges' g,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 3,Unpublished,,,,UNRESOLVED,,"Row prints only the group label 'Unpublished'; name and all statistics withheld ('we did not have permission of the investigators to do so', figure caption). weight recoverable by subtraction: ~33.43% (100 - 66.57 visible); not printed. UNRESOLVED which Table 1 unpublished grant this is (candidates: Battle, Gilliam, Miller R01MH058866, Monk, Stuart x2, Zlotnick). SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F3-08,A1a-UNPUB,STUDY,"Blum, unpublished",AS_PUBLISHED,Hedges' g,0.50,-0.34,1.33,0.43,0.18,66.57,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 3,"Blum, unpublished",0.50,-0.34,1.33,KNOWN,,"Z 1.17, p 0.24; as printed: Combined; SCL-90-D; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F3-09,A1a-UNPUB,SUBGROUP_TOTAL,Unpublished (Overall),AS_PUBLISHED,Hedges' g,0.77,-0.07,1.61,0.43,0.18,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,13,FOREST_PLOT,,Fig 3,Unpublished (Overall),0.77,-0.07,1.61,KNOWN,,"Z 1.79, p 0.07; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree; pooled entirely from author-supplied unpublished data; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F3-10,A1a-ALL,OVERALL_TOTAL,Overall,AS_PUBLISHED,Hedges' g,0.97,0.62,1.32,0.18,0.03,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published + unpublished,post-treatment,13,FOREST_PLOT,,Fig 3,Overall,0.97,0.62,1.32,KNOWN,,"Z 5.47, p 0.00; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F4-01,A1b-PUB,STUDY,"Arean, 2010",AS_PUBLISHED,Hedges' g,0.39,0.10,0.67,0.15,0.02,15.57,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Arean, 2010",0.39,0.10,0.67,KNOWN,,"Z 2.62, p 0.01; as printed: PT1 vs CTRL-NS; HAMD"
F4-02,A1b-PUB,STUDY,"Barber, 2012",AS_PUBLISHED,Hedges' g,0.08,-0.43,0.58,0.26,0.07,5.02,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Barber, 2012",0.08,-0.43,0.58,KNOWN,,"Z 0.29, p 0.77; as printed: PT1 vs CTRL-NS(PLAC); Combined"
F4-03,A1b-PUB,STUDY,"Beutler, 1991",AS_PUBLISHED,Hedges' g,0.09,-0.52,0.69,0.31,0.09,3.56,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Beutler, 1991",0.09,-0.52,0.69,KNOWN,,"Z 0.28, p 0.78; as printed: Combined; Combined"
F4-04,A1b-PUB,STUDY,"DeRubeis, 2005",AS_PUBLISHED,Hedges' g,0.45,0.03,0.88,0.22,0.05,7.17,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"DeRubeis, 2005",0.45,0.03,0.88,KNOWN,,"Z 2.10, p 0.04; as printed: PT1 vs CTRL-NS(PLAC); Response (HAMD<12) at post"
F4-05,A1b-PUB,STUDY,"Dimidjian, 2006",AS_PUBLISHED,Hedges' g,0.25,-0.19,0.69,0.22,0.05,6.77,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Dimidjian, 2006",0.25,-0.19,0.69,KNOWN,,"Z 1.13, p 0.26; as printed: Combined; Combined; Combined"
F4-06,A1b-PUB,STUDY,"Elkin, 1989",AS_PUBLISHED,Hedges' g,0.30,-0.06,0.65,0.18,0.03,10.28,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Elkin, 1989",0.30,-0.06,0.65,KNOWN,,"Z 1.63, p 0.10; as printed: Combined; Combined"
F4-07,A1b-PUB,STUDY,"Hayden, 2012",AS_PUBLISHED,Hedges' g,0.41,-0.26,1.09,0.34,0.12,2.85,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Hayden, 2012",0.41,-0.26,1.09,KNOWN,,"Z 1.20, p 0.23; as printed: PT1 vs CTRL-NS; BDI"
F4-08,A1b-PUB,STUDY,"Jarrett, 1999",AS_PUBLISHED,Hedges' g,0.58,0.11,1.05,0.24,0.06,5.94,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Jarrett, 1999",0.58,0.11,1.05,KNOWN,,"Z 2.44, p 0.01; as printed: PT1 vs CTRL-NS(PLAC); Combined"
F4-09,A1b-PUB,STUDY,"Miranda, 2003",AS_PUBLISHED,Hedges' g,0.16,-0.13,0.45,0.15,0.02,15.17,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Miranda, 2003",0.16,-0.13,0.45,KNOWN,,"Z 1.06, p 0.29; as printed: PT1 vs CTRL-TAU; HAMD"
F4-10,A1b-PUB,STUDY,"Murphy, 1995",AS_PUBLISHED,Hedges' g,0.13,-0.65,0.91,0.40,0.16,2.12,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Murphy, 1995",0.13,-0.65,0.91,KNOWN,,"Z 0.33, p 0.74; as printed: PT1 vs CTRL-NS; Combined"
F4-11,A1b-PUB,STUDY,"Schulberg, 1996",AS_PUBLISHED,Hedges' g,0.44,0.15,0.73,0.15,0.02,15.35,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Schulberg, 1996",0.44,0.15,0.73,KNOWN,,"Z 2.95, p 0.00; as printed: PT1 vs CTRL-TAU; HAMD"
F4-12,A1b-PUB,STUDY,"Spinelli, 2003",AS_PUBLISHED,Hedges' g,0.84,-0.19,1.87,0.52,0.28,1.23,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Spinelli, 2003",0.84,-0.19,1.87,KNOWN,,"Z 1.60, p 0.11; as printed: PT1 vs CTRL-NS; Combined"
F4-13,A1b-PUB,STUDY,"Swartz, 2008",AS_PUBLISHED,Hedges' g,0.85,0.21,1.48,0.32,0.10,3.22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Swartz, 2008",0.85,0.21,1.48,KNOWN,,"Z 2.62, p 0.01; as printed: PT1 vs CTRL-TAU; Combined"
F4-14,A1b-PUB,STUDY,"Waters, in press",AS_PUBLISHED,Hedges' g,0.70,0.11,1.28,0.30,0.09,3.82,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Waters, in press",0.70,0.11,1.28,KNOWN,,"Z 2.34, p 0.02; as printed: Combined; BDI"
F4-15,A1b-PUB,STUDY,"Weissman, 1979",AS_PUBLISHED,Hedges' g,0.88,0.07,1.70,0.42,0.17,1.94,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,"Weissman, 1979",0.88,0.07,1.70,KNOWN,,"Z 2.12, p 0.03; as printed: PT1 vs CTRL-NS; ""no failure"""
F4-16,A1b-PUB,SUBGROUP_TOTAL,Published (Overall),AS_PUBLISHED,Hedges' g,0.37,0.25,0.48,0.06,0.00,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 4,Published (Overall),0.37,0.25,0.48,KNOWN,,"Z 6.35, p 0.00; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F4-17,A1b-UNPUB,STUDY,"Hauenstein, unpublished",AS_PUBLISHED,Hedges' g,0.08,-0.31,0.47,0.20,0.04,36.14,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 4,"Hauenstein, unpublished",0.08,-0.31,0.47,KNOWN,,"Z 0.42, p 0.67; as printed: PT1 vs CTRL-NS; HAMD; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F4-18,A1b-UNPUB,STUDY,[unpublished study — name and values suppressed],AS_PUBLISHED,Hedges' g,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 4,Unpublished,,,,UNRESOLVED,,"Row prints only the group label 'Unpublished'; name and all statistics withheld ('we did not have permission of the investigators to do so', figure caption). weight recoverable by subtraction: ~8.10% (100 - 91.90 visible); not printed. UNRESOLVED which Table 1 unpublished grant this is (candidates: Battle, Gilliam, Miller R01MH058866, Monk, Stuart x2, Zlotnick). SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F4-19,A1b-UNPUB,STUDY,[unnamed unpublished],AS_PUBLISHED,Hedges' g,0.31,-0.10,0.71,0.21,0.04,33.64,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 4,(blank study-name cell),0.31,-0.10,0.71,KNOWN,,"Z 1.48, p 0.14; as printed: PT1 vs CTRL-TAU; Combined; values KNOWN; study identity UNRESOLVED — name withheld at the investigators' request; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
