effect_id,analysis_id,row_kind,study_label,version,effect_measure,effect,ci_lower,ci_upper,se,variance,weight_pct,n_treatment,n_control,events_treatment,events_control,subgroup,timepoint,source_page,source_type,source_table,source_figure,row_label,effect_norm,ci_lower_norm,ci_upper_norm,certainty,supersedes,note
T1-11,,STUDY,AVM100264,AS_CORRECTED,NOT_APPLICABLE,,,,,,,294,302,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,AVM100264,,,,KNOWN,,"Phase 4, 52 wk; Rosiglitazone and metformin vs Metformin and sulfonylurea; NCT00359112; Table 1 prints enrollment only (no events, no OR)"
T1-12,,STUDY,BRL 49653C/185,AS_CORRECTED,NOT_APPLICABLE,,,,,,,563,142,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,BRL 49653C/185,,,,KNOWN,,"Phase 4, 32 wk; Rosiglitazone with or without metformin vs Usual care with or without metformin; Table 2 prints 'BRL49653C/185' (no space); Table 1 prints enrollment only (no events, no OR)"
T1-13,,STUDY,BRL 49653/334,AS_CORRECTED,NOT_APPLICABLE,,,,,,,278,279,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,BRL 49653/334,,,,KNOWN,,"Phase 4, 52 wk; Rosiglitazone vs Placebo; Table 1 prints enrollment only (no events, no OR)"
T1-14,,STUDY,BRL 49653/347,AS_CORRECTED,NOT_APPLICABLE,,,,,,,418,212,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,BRL 49653/347,,,,KNOWN,,"Phase 4, 24 wk; Rosiglitazone and insulin vs Insulin; NCT00054782; Table 1 prints enrollment only (no events, no OR)"
T1-15,,STUDY,49653/015,AS_CORRECTED,NOT_APPLICABLE,,,,,,,395,198,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,49653/015,,,,KNOWN,,"Phase 3, 24 wk; Rosiglitazone and sulfonylurea vs Sulfonylurea; Table 1 prints enrollment only (no events, no OR)"
T1-16,,STUDY,49653/079,AS_CORRECTED,NOT_APPLICABLE,,,,,,,203,106,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,49653/079,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone with or without glyburide vs Glyburide; Table 1 prints enrollment only (no events, no OR)"
T1-17,,STUDY,49653/080,AS_CORRECTED,NOT_APPLICABLE,,,,,,,104,99,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,49653/080,,,,KNOWN,,"Phase 3, 156 wk; Rosiglitazone vs Glyburide; Table 1 prints enrollment only (no events, no OR)"
T1-18,,STUDY,49653/082,AS_CORRECTED,NOT_APPLICABLE,,,,,,,212,107,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,49653/082,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and insulin vs Insulin; Table 1 prints enrollment only (no events, no OR)"
T1-19,,STUDY,49653/085,AS_CORRECTED,NOT_APPLICABLE,,,,,,,138,139,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,49653/085,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and insulin vs Insulin; Table 1 prints enrollment only (no events, no OR)"
T1-20,,STUDY,49653/095,AS_CORRECTED,NOT_APPLICABLE,,,,,,,196,96,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,49653/095,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and insulin vs Insulin; Table 1 prints enrollment only (no events, no OR)"
T1-21,,STUDY,49653/097,AS_CORRECTED,NOT_APPLICABLE,,,,,,,122,120,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,4,TABLE,Table 1,,49653/097,,,,KNOWN,,"Phase 3, 156 wk; Rosiglitazone vs Glyburide; Table 1 prints enrollment only (no events, no OR)"
T1-22,,STUDY,49653/125,AS_CORRECTED,NOT_APPLICABLE,,,,,,,175,173,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/125,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and sulfonylurea vs Sulfonylurea; Table 1 prints enrollment only (no events, no OR)"
T1-23,,STUDY,49653/127,AS_CORRECTED,NOT_APPLICABLE,,,,,,,56,58,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/127,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and glyburide vs Glyburide; Table 1 prints enrollment only (no events, no OR)"
T1-24,,STUDY,49653/128,AS_CORRECTED,NOT_APPLICABLE,,,,,,,39,38,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/128,,,,KNOWN,,"Phase 3, 28 wk; Rosiglitazone vs Placebo; Table 1 prints enrollment only (no events, no OR)"
T1-25,,STUDY,49653/134,AS_CORRECTED,NOT_APPLICABLE,,,,,,,561,276,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/134,,,,KNOWN,,"Phase 3, 28 wk; Rosiglitazone vs Placebo (Table 2: background Gly/Met both arms); Table 1 prints enrollment only (no events, no OR)"
T1-26,,STUDY,49653/135,AS_CORRECTED,NOT_APPLICABLE,,,,,,,116,111,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/135,,,,KNOWN,,"Phase 3, 104 wk; Rosiglitazone and glipizide vs Glipizide; Table 1 prints enrollment only (no events, no OR)"
T1-27,,STUDY,49653/136,AS_CORRECTED,NOT_APPLICABLE,,,,,,,148,143,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/136,,,,KNOWN,,"Phase 3, 26 wk; Table 1 arms 'Rosiglitazone' vs 'Placebo' CONFLICT with Table 2 'Rsg/Su/insulin' vs 'Su/insulin usual care' (renal failure) - see NIS-CON-2; Table 1 prints enrollment only (no events, no OR)"
T1-28,,STUDY,49653/145,AS_CORRECTED,NOT_APPLICABLE,,,,,,,231,242,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/145,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and gliclazide vs Gliclazide; Table 1 prints enrollment only (no events, no OR)"
T1-29,,STUDY,49653/147,AS_CORRECTED,NOT_APPLICABLE,,,,,,,89,88,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/147,,,,KNOWN,,"Phase 3, 26 wk; 'Rosiglitazone and sufonylurea' [sic, typo AS PRINTED] vs 'Sulfonylurea' - see NIS-CON-6; Table 1 prints enrollment only (no events, no OR)"
T1-30,,STUDY,49653/162,AS_CORRECTED,NOT_APPLICABLE,,,,,,,168,172,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/162,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and glyburide vs Glyburide; Table 1 prints enrollment only (no events, no OR)"
T1-31,,STUDY,49653/234,AS_CORRECTED,NOT_APPLICABLE,,,,,,,116,61,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/234,,,,KNOWN,,"Phase 3, 26 wk; Rosiglitazone and glimepiride vs Glimepiride; ALL FOUR event cells zero - see NIS-CON-5; Table 1 prints enrollment only (no events, no OR)"
T1-32,,STUDY,49653/330,AS_CORRECTED,NOT_APPLICABLE,,,,,,,"1,181",382,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/330,,,,KNOWN,,"Phase 3, 52 wk; Rosiglitazone vs Placebo (psoriasis); Table 1 n DIFFERS from Table 3 n - see NIS-CON-1; Table 1 prints enrollment only (no events, no OR)"
T1-33,,STUDY,49653/331,AS_CORRECTED,NOT_APPLICABLE,,,,,,,706,325,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/331,,,,KNOWN,,"Phase 3, 52 wk; Rosiglitazone vs Placebo (psoriasis); Table 1 prints enrollment only (no events, no OR)"
T1-34,,STUDY,49653/137,AS_CORRECTED,NOT_APPLICABLE,,,,,,,204,185,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/137,,,,KNOWN,,"Phase 3, 32 wk; Rosiglitazone and metformin vs Glyburide and metformin; ordered out of numeric sequence in Tables 1 and 3; Table 1 prints enrollment only (no events, no OR)"
T1-35,,STUDY,SB-712753/002,AS_CORRECTED,NOT_APPLICABLE,,,,,,,288,280,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,SB-712753/002,,,,KNOWN,,"Phase 3, 24 wk; Rosiglitazone and metformin vs Metformin; Table 1 prints enrollment only (no events, no OR)"
T1-36,,STUDY,SB-712753/003,AS_CORRECTED,NOT_APPLICABLE,,,,,,,254,272,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,SB-712753/003,,,,KNOWN,,"Phase 3, 32 wk; Rosiglitazone and metformin vs Metformin; Table 1 prints enrollment only (no events, no OR)"
T1-37,,STUDY,SB-712753/007,AS_CORRECTED,NOT_APPLICABLE,,,,,,,314,154,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,SB-712753/007,,,,KNOWN,,"Phase 3, 32 wk; Rosiglitazone with or without metformin vs Metformin; Table 1 prints enrollment only (no events, no OR)"
T1-38,,STUDY,SB-712753/009,AS_CORRECTED,NOT_APPLICABLE,,,,,,,162,160,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,SB-712753/009,,,,KNOWN,,"Phase 3, 24 wk; Rosiglitazone, metformin, and insulin vs Insulin; ALL FOUR event cells zero - see NIS-CON-5; Table 1 prints enrollment only (no events, no OR)"
T1-39,,STUDY,49653/132,AS_CORRECTED,NOT_APPLICABLE,,,,,,,442,112,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,49653/132,,,,KNOWN,,"Phase 2, 24 wk; Rosiglitazone and sulfonylurea vs Sulfonylurea; Table 1 prints enrollment only (no events, no OR)"
T1-40,,STUDY,AVA100193,AS_CORRECTED,NOT_APPLICABLE,,,,,,,394,124,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,AVA100193,,,,KNOWN,,"Phase 2, 24 wk; Rosiglitazone vs Placebo (Alzheimer's disease population); Table 1 prints enrollment only (no events, no OR)"
T1-41,,STUDY,DREAM,AS_CORRECTED,NOT_APPLICABLE,,,,,,,"2,635","2,634",NOT_APPLICABLE,NOT_APPLICABLE,"Recently published large, prospective, randomized trials",NOT_APPLICABLE,5,TABLE,Table 1,,DREAM,,,,KNOWN,,"Phase 3, 156 wk; Rosiglitazone vs Placebo; NCT00095654; Table 1 prints enrollment only (no events, no OR)"
T1-42,,STUDY,ADOPT,AS_CORRECTED,NOT_APPLICABLE,,,,,,,"1,456","2,895",NOT_APPLICABLE,NOT_APPLICABLE,"Recently published large, prospective, randomized trials",NOT_APPLICABLE,5,TABLE,Table 1,,ADOPT,,,,KNOWN,,"Phase 3, 208 wk; Rosiglitazone vs Metformin or glyburide; NCT00279045; Table 1 prints enrollment only (no events, no OR)"
T1-SUBTOTAL-REG,,SUBGROUP_TOTAL,Subtotal,AS_CORRECTED,NOT_APPLICABLE,,,,,,,"1,967",793,NOT_APPLICABLE,NOT_APPLICABLE,Trials included in original registration package,NOT_APPLICABLE,4,TABLE,Table 1,,Subtotal,,,,KNOWN,,matches Methods text p2 ('1967 ... 793'); not erratum-affected
T1-SUBTOTAL-ADD-CORR,,SUBGROUP_TOTAL,Subtotal,AS_CORRECTED,NOT_APPLICABLE,,,,,,,"9,507","5,960",NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,5,TABLE,Table 1,,Subtotal,,,,KNOWN,,"ERRATUM-AFFECTED (NIS-ERR-03/04): post-erratum corrected values as printed in this PDF's Table 1; matches Methods text p2; sums the 35 Table 1 rows exactly (using Table 1's 1,181/382 for 49653/330)"
T1-SUBTOTAL-ADD-PRE,,SUBGROUP_TOTAL,Subtotal,AS_PUBLISHED,NOT_APPLICABLE,,,,,,,9502,5961,NOT_APPLICABLE,NOT_APPLICABLE,"Additional phase 2, 3, and 4 efficacy trials",NOT_APPLICABLE,16,TEXT,Table 1 (via correction notice),,Subtotal,,,,KNOWN,,"pre-erratum print value, recovered from appended erratum notice; not present in this file's tables"
T1-TOTAL-CORR,,OVERALL_TOTAL,Total,AS_CORRECTED,NOT_APPLICABLE,,,,,,,"15,565","12,282",NOT_APPLICABLE,NOT_APPLICABLE,,NOT_APPLICABLE,5,TABLE,Table 1,,Total,,,,KNOWN,,"ERRATUM-AFFECTED (NIS-ERR-05): post-erratum corrected values as printed; matches Methods text p2; 1,967+9,507+2,635+1,456 and 793+5,960+2,634+2,895 verified"
T1-TOTAL-PRE,,OVERALL_TOTAL,Total,AS_PUBLISHED,NOT_APPLICABLE,,,,,,,"15,560","12,283",NOT_APPLICABLE,NOT_APPLICABLE,,NOT_APPLICABLE,16,TEXT,Table 1 (via correction notice),,Total,,,,AMBIGUOUS,,"pre-erratum print value, DERIVED (not stated in erratum): erratum documents only subtotal originals 9502/5961, so pre-erratum totals = 1,967+9,502+2,635+1,456=15,560 and 793+5,961+2,634+2,895=12,283; recovered from appended erratum notice; not present in this file's tables; needs true print PDF to confirm"
T3-MI-01,A01;A03,STUDY,49653/011,AS_CORRECTED,NOT_APPLICABLE,,,,,,,357,176,2,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/011,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-02,A01;A03,STUDY,49653/020,AS_CORRECTED,NOT_APPLICABLE,,,,,,,391,207,2,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/020,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-03,A01;A03,STUDY,49653/024,AS_CORRECTED,NOT_APPLICABLE,,,,,,,774,185,1,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/024,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-04,A01;A03,STUDY,49653/093,AS_CORRECTED,NOT_APPLICABLE,,,,,,,213,109,0,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/093,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-05,A01;A03,STUDY,49653/094,AS_CORRECTED,NOT_APPLICABLE,,,,,,,232,116,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/094,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-06,A01;A03,STUDY,100684,AS_CORRECTED,NOT_APPLICABLE,,,,,,,43,47,0,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,100684,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-07,A01;A03,STUDY,49653/143,AS_CORRECTED,NOT_APPLICABLE,,,,,,,121,124,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/143,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-08,A01;A03,STUDY,49653/211,AS_CORRECTED,NOT_APPLICABLE,,,,,,,110,114,5,2,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/211,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-09,A01;A03,STUDY,49653/284,AS_CORRECTED,NOT_APPLICABLE,,,,,,,382,384,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/284,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-10,A01;A03,STUDY,712753/008,AS_CORRECTED,NOT_APPLICABLE,,,,,,,284,135,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,712753/008,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-11,A01;A03,STUDY,AVM100264,AS_CORRECTED,NOT_APPLICABLE,,,,,,,294,302,0,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,AVM100264,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-12,A01;A03,STUDY,BRL 49653C/185,AS_CORRECTED,NOT_APPLICABLE,,,,,,,563,142,2,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,BRL 49653C/185,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-13,A01;A03,STUDY,BRL 49653/334,AS_CORRECTED,NOT_APPLICABLE,,,,,,,278,279,2,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,BRL 49653/334,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-14,A01;A03,STUDY,BRL 49653/347,AS_CORRECTED,NOT_APPLICABLE,,,,,,,418,212,2,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,BRL 49653/347,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-15,A01;A03,STUDY,49653/015,AS_CORRECTED,NOT_APPLICABLE,,,,,,,395,198,2,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/015,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-16,A01;A03,STUDY,49653/079,AS_CORRECTED,NOT_APPLICABLE,,,,,,,203,106,1,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/079,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-17,A01;A03,STUDY,49653/080,AS_CORRECTED,NOT_APPLICABLE,,,,,,,104,99,1,2,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/080,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-18,A01;A03,STUDY,49653/082,AS_CORRECTED,NOT_APPLICABLE,,,,,,,212,107,2,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/082,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-19,A01;A03,STUDY,49653/085,AS_CORRECTED,NOT_APPLICABLE,,,,,,,138,139,3,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/085,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-20,,STUDY,49653/095,AS_CORRECTED,NOT_APPLICABLE,,,,,,,196,96,0,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/095,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from MI analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-MI-21,A01;A03,STUDY,49653/097,AS_CORRECTED,NOT_APPLICABLE,,,,,,,122,120,0,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/097,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-22,A01;A03,STUDY,49653/125,AS_CORRECTED,NOT_APPLICABLE,,,,,,,175,173,0,1,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/125,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-23,A01;A03,STUDY,49653/127,AS_CORRECTED,NOT_APPLICABLE,,,,,,,56,58,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/127,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-24,A01;A03,STUDY,49653/128,AS_CORRECTED,NOT_APPLICABLE,,,,,,,39,38,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/128,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-25,A01;A03,STUDY,49653/134,AS_CORRECTED,NOT_APPLICABLE,,,,,,,561,276,0,2,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/134,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-26,A01;A03,STUDY,49653/135,AS_CORRECTED,NOT_APPLICABLE,,,,,,,116,111,2,3,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/135,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-27,A01;A03,STUDY,49653/136,AS_CORRECTED,NOT_APPLICABLE,,,,,,,148,143,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/136,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-28,A01;A03,STUDY,49653/145,AS_CORRECTED,NOT_APPLICABLE,,,,,,,231,242,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/145,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
