effect_id,analysis_id,row_kind,study_label,version,effect_measure,effect,ci_lower,ci_upper,se,variance,weight_pct,n_treatment,n_control,events_treatment,events_control,subgroup,timepoint,source_page,source_type,source_table,source_figure,row_label,effect_norm,ci_lower_norm,ci_upper_norm,certainty,supersedes,note
E11,A1.1,STUDY,Fremont 1987,AS_PUBLISHED,SMD,0.23,-0.45,0.9,,,3.15,18,16,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Fremont 1987,0.23,-0.45,0.9,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 10 (9.8), control 8 (7.1)"
E12,A1.1,STUDY,Gary 2010,AS_PUBLISHED,SMD,-0.17,-0.84,0.51,,,3.17,20,15,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Gary 2010,-0.17,-0.84,0.51,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 8.4 (5.6), control 9.3 (4.9)"
E13,A1.1,STUDY,Hemat-Far 2012,AS_PUBLISHED,SMD,-0.99,-1.93,-0.05,,,2.32,10,10,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Hemat-Far 2012,-0.99,-1.93,-0.05,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 16.6 (6.9), control 22.8 (4.9)"
E14,A1.1,STUDY,Hess-Homeier 1981,AS_PUBLISHED,SMD,-0.75,-2,0.5,,,1.64,5,6,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Hess-Homeier 1981,-0.75,-2,0.5,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 9.8 (6.9), control 16.2 (8.4); CI prints as '[-2,0.5]' (no trailing decimals)"
E15,A1.1,STUDY,Hoffman 2010,AS_PUBLISHED,SMD,-0.43,-0.88,0.03,,,3.98,37,39,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Hoffman 2010,-0.43,-0.88,0.03,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 16.4 (10.2), control 21.2 (12); spelled 'Hoffman 2010' here, 'Hoﬀman 2010' (ff ligature) in body text"
E16,A1.1,STUDY,Klein 1985,AS_PUBLISHED,SMD,0.24,-0.64,1.11,,,2.52,14,8,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Klein 1985,0.24,-0.64,1.11,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 1 (0.9), control 0.8 (0.5); means on a small-range scale unlike most rows"
E17,A1.1,STUDY,Knubben 2007,AS_PUBLISHED,SMD,-0.83,-1.49,-0.16,,,3.19,20,18,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Knubben 2007,-0.83,-1.49,-0.16,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 11.2 (4), control 15.5 (6.1)"
E18,A1.1,STUDY,Krogh 2009,AS_PUBLISHED,SMD,0.25,-0.17,0.66,,,4.13,48,42,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Krogh 2009,0.25,-0.17,0.66,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 12.1 (6.4), control 10.6 (5.6); multi-arm trial, biggest-dose exercise arm used (COO-CON-7)"
E19,A1.1,STUDY,Martinsen 1985,AS_PUBLISHED,SMD,-1.14,-1.79,-0.48,,,3.24,24,19,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Martinsen 1985,-1.14,-1.79,-0.48,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 12.1 (7.1), control 22.8 (11.4)"
E20,A1.1,STUDY,Mather 2002,AS_PUBLISHED,SMD,-0.17,-0.59,0.26,,,4.1,43,43,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Mather 2002,-0.17,-0.59,0.26,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 12.6 (7), control 13.7 (6); weight printed '4.1%' (one decimal)"
E21,A1.1,STUDY,McNeil 1991,AS_PUBLISHED,SMD,-1.02,-1.97,-0.08,,,2.31,10,10,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,McNeil 1991,-1.02,-1.97,-0.08,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 11.1 (3), control 14.7 (3.7)"
E22,A1.1,STUDY,Mota-Pereira 2011,AS_PUBLISHED,SMD,-0.67,-1.46,0.12,,,2.77,19,10,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Mota-Pereira 2011,-0.67,-1.46,0.12,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 12.5 (1.7), control 13.6 (1.3)"
E23,A1.1,STUDY,Mutrie 1988,AS_PUBLISHED,SMD,-2.39,-3.76,-1.02,,,1.44,9,7,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Mutrie 1988,-2.39,-3.76,-1.02,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 9.5 (4.3), control 21.4 (5.3); largest effect magnitude in analysis"
E24,A1.1,STUDY,Nabkasorn 2005,AS_PUBLISHED,SMD,-0.73,-1.31,-0.14,,,3.48,21,28,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Nabkasorn 2005,-0.73,-1.31,-0.14,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 14.4 (4.1), control 17.5 (4.2)"
E25,A1.1,STUDY,Orth 1979,AS_PUBLISHED,SMD,-1.25,-3.71,1.21,,,0.56,3,2,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Orth 1979,-1.25,-3.71,1.21,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 7 (6.6), control 16.5 (2.1); smallest trial (n=5 total)"
E26,A1.1,STUDY,Pilu 2007,AS_PUBLISHED,SMD,-1.04,-1.85,-0.23,,,2.71,10,20,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Pilu 2007,-1.04,-1.85,-0.23,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 8.1 (5.2), control 16.7 (9.1)"
E27,A1.1,STUDY,Reuter 1984,AS_PUBLISHED,SMD,-2,-3.19,-0.82,,,1.77,9,9,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,105,FOREST_PLOT,,Analysis 1.1,Reuter 1984,-2,-3.19,-0.82,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 5.1 (4.8), control 18.6 (7.7); effect cell verbatim '-2[-3.19,-0.82]'"
E28,A1.1,STUDY,Schuch 2011,AS_PUBLISHED,SMD,-0.83,-1.65,-0.01,,,2.69,15,11,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Schuch 2011,-0.83,-1.65,-0.01,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 5.9 (4.5), control 9.5 (3.6); forest continues onto PDF p106 here"
E29,A1.1,STUDY,Setaro 1985,AS_PUBLISHED,SMD,-1.44,-2.07,-0.81,,,3.33,25,25,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Setaro 1985,-1.44,-2.07,-0.81,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 62 (6.5), control 69.9 (4); means on a much larger scale (MMPI-D-type) than other rows"
E30,A1.1,STUDY,Shahidi 2011,AS_PUBLISHED,SMD,-0.65,-1.29,-0.02,,,3.29,20,20,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Shahidi 2011,-0.65,-1.29,-0.02,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 11.1 (6.2), control 15.2 (6.1)"
E31,A1.1,STUDY,Sims 2009,AS_PUBLISHED,SMD,-0.53,-1.12,0.07,,,3.45,23,22,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Sims 2009,-0.53,-1.12,0.07,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 15.1 (8.5), control 20.6 (11.8)"
E32,A1.1,STUDY,Singh 1997,AS_PUBLISHED,SMD,-1.75,-2.59,-0.92,,,2.64,17,15,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Singh 1997,-1.75,-2.59,-0.92,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 9.8 (2.4), control 13.8 (2)"
E33,A1.1,STUDY,Singh 2005,AS_PUBLISHED,SMD,-1,-1.69,-0.31,,,3.11,18,19,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Singh 2005,-1,-1.69,-0.31,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 8.5 (5.5), control 14.4 (6); effect cell verbatim '-1[-1.69,-0.31]'"
E34,A1.1,STUDY,Veale 1992,AS_PUBLISHED,SMD,-0.33,-0.82,0.17,,,3.84,36,29,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Veale 1992,-0.33,-0.82,0.17,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 13.9 (12.8), control 17.8 (10.2)"
E35,A1.1,STUDY,Williams 2008,AS_PUBLISHED,SMD,-0.48,-1.23,0.27,,,2.9,17,12,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Williams 2008,-0.48,-1.23,0.27,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 8.4 (5.8), control 11.8 (8.1); weight printed '2.9%' (one decimal)"
E36,A1.1,OVERALL_TOTAL,Total,AS_PUBLISHED,SMD,-0.62,-0.81,-0.42,,,100,711,642,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Total ***,-0.62,-0.81,-0.42,KNOWN,,"RevMan forest table, full text layer; row label verbatim 'Total ***'; 711+642=1353; effect cell verbatim '-0.62[-0.81,-0.42]'; study weights sum 100.03"
E37,A1.1,HETEROGENEITY,,AS_PUBLISHED,SMD,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,post-treatment,106,FOREST_PLOT,,Analysis 1.1,Heterogeneity / test for overall effect,,,,KNOWN,,"RevMan forest table, full text layer; verbatim: 'Heterogeneity: Tau2=0.19; Chi2=91.35, df=34(P<0.0001); I2=62.78%' and 'Test for overall effect: Z=6.22(P<0.0001)'"
E38,A1.2,STUDY,Blumenthal 1999,AS_PUBLISHED,SMD,-0.51,-1.03,0.02,,,14.8,29,29,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Blumenthal 1999,-0.51,-1.03,0.02,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 10.6 (0.8), control 11 (0.8); '(0.8)' implausibly small vs post-treatment SDs 6.9/6.5 — suspected SE printed as SD, recorded verbatim (COO-CON-9); follow-up data from companion publication Babyak 2000 per p27"
E39,A1.2,STUDY,Fremont 1987,AS_PUBLISHED,SMD,-0.35,-1.13,0.43,,,9.62,13,13,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Fremont 1987,-0.35,-1.13,0.43,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 7.5 (5.4), control 9.9 (7.7)"
E40,A1.2,STUDY,Gary 2010,AS_PUBLISHED,SMD,0.02,-0.69,0.73,,,10.79,17,14,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Gary 2010,0.02,-0.69,0.73,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 8.3 (5.2), control 8.2 (5.4)"
E41,A1.2,STUDY,Klein 1985,AS_PUBLISHED,SMD,-0.57,-1.53,0.38,,,7.24,8,10,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Klein 1985,-0.57,-1.53,0.38,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 1 (0.7), control 1.5 (0.8)"
E42,A1.2,STUDY,Krogh 2009,AS_PUBLISHED,SMD,0.31,-0.13,0.74,,,17.19,46,37,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Krogh 2009,0.31,-0.13,0.74,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 11.9 (6.5), control 10 (5.6)"
E43,A1.2,STUDY,Mather 2002,AS_PUBLISHED,SMD,-0.35,-0.78,0.08,,,17.46,43,43,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Mather 2002,-0.35,-0.78,0.08,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 11.4 (6.7), control 13.7 (6.4); largest weight in analysis"
E44,A1.2,STUDY,Sims 2009,AS_PUBLISHED,SMD,-0.9,-1.52,-0.29,,,12.61,23,22,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Sims 2009,-0.9,-1.52,-0.29,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 13.8 (8), control 22.7 (11.2); only study row with CI excluding 0; effect cell verbatim '-0.9[-1.52,-0.29]'"
E45,A1.2,STUDY,Singh 1997,AS_PUBLISHED,SMD,-0.62,-1.35,0.12,,,10.29,15,15,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Singh 1997,-0.62,-1.35,0.12,KNOWN,,"RevMan forest table, full text layer; Mean(SD): exercise 13 (2.2), control 14.4 (2.2); follow-up data from companion publication Singh 2001 per p27"
E46,A1.2,OVERALL_TOTAL,Total,AS_PUBLISHED,SMD,-0.33,-0.63,-0.03,,,100,194,183,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Total ***,-0.33,-0.63,-0.03,KNOWN,,"RevMan forest table, full text layer; row label verbatim 'Total ***'; 194+183=377; effect cell verbatim '-0.33[-0.63,-0.03]'; study weights sum 100.00"
E47,A1.2,HETEROGENEITY,,AS_PUBLISHED,SMD,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,follow-up,106,FOREST_PLOT,,Analysis 1.2,Heterogeneity / test for overall effect,,,,KNOWN,,"RevMan forest table, full text layer; verbatim: 'Heterogeneity: Tau2=0.09; Chi2=13.65, df=7(P=0.06); I2=48.71%' and 'Test for overall effect: Z=2.18(P=0.03)'"
E48,A1.3,STUDY,Blumenthal 1999,AS_PUBLISHED,RR,0.94,0.79,1.12,,,2.96,55,48,44,41,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Blumenthal 1999,0.94,0.79,1.12,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 44/55, control 41/48"
E49,A1.3,STUDY,Blumenthal 2007,AS_PUBLISHED,RR,1.03,0.88,1.2,,,3.99,51,49,45,42,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Blumenthal 2007,1.03,0.88,1.2,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 45/51, control 42/49; CI upper verbatim '1.2'"
E50,A1.3,STUDY,Blumenthal 2012a,AS_PUBLISHED,RR,1.02,0.92,1.12,,,9.36,37,24,36,23,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Blumenthal 2012a,1.02,0.92,1.12,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 36/37, control 23/24; control denominator 24 vs 21 analysed in A1.1 (COO-CON-7)"
E51,A1.3,STUDY,Bonnet 2005,AS_PUBLISHED,RR,0.9,0.36,2.24,,,0.11,5,6,3,4,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Bonnet 2005,0.9,0.36,2.24,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 3/5, control 4/6; CI arrow-clipped on both sides in plot graphic"
E52,A1.3,STUDY,Chu 2008,AS_PUBLISHED,RR,1.25,0.85,1.84,,,0.62,18,18,15,12,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Chu 2008,1.25,0.85,1.84,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 15/18, control 12/18"
E53,A1.3,STUDY,Dunn 2005,AS_PUBLISHED,RR,1.35,0.92,1.99,,,0.63,16,13,15,9,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Dunn 2005,1.35,0.92,1.99,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 15/16, control 9/13"
E54,A1.3,STUDY,Foley 2008,AS_PUBLISHED,RR,2.08,0.98,4.42,,,0.16,10,13,8,5,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Foley 2008,2.08,0.98,4.42,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 8/10, control 5/13; widest CI in plot, upper CI beyond axis (arrow)"
E55,A1.3,STUDY,Fremont 1987,AS_PUBLISHED,RR,1.11,0.87,1.41,,,1.58,21,40,18,31,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Fremont 1987,1.11,0.87,1.41,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 18/21, control 31/40; control 31/40 numerically identical to 'Cognitive therapy' arm in Analysis 2.2 (COO-CON-8); control denominator 40 vs 16 analysed in A1.1"
E56,A1.3,STUDY,Gary 2010,AS_PUBLISHED,RR,1.13,0.93,1.38,,,2.37,20,17,20,15,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Gary 2010,1.13,0.93,1.38,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 20/20, control 15/17"
E57,A1.3,STUDY,Hemat-Far 2012,AS_PUBLISHED,RR,1,0.83,1.2,,,2.77,10,10,10,10,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Hemat-Far 2012,1,0.83,1.2,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 10/10, control 10/10; effect cell verbatim '1[0.83,1.2]'"
E58,A1.3,STUDY,Hoffman 2010,AS_PUBLISHED,RR,0.95,0.86,1.05,,,8.99,40,40,37,39,,during intervention,106,FOREST_PLOT,,Analysis 1.3,Hoffman 2010,0.95,0.86,1.05,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 37/40, control 39/40"
E59,A1.3,STUDY,Klein 1985,AS_PUBLISHED,RR,0.83,0.54,1.29,,,0.48,27,24,15,16,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Klein 1985,0.83,0.54,1.29,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 15/27, control 16/24; same n/N pair appears identically in Analysis 2.2 (COO-CON-8); randomised denominators 27/24 vs 14/8 analysed in A1.1 (COO-CON-7)"
E60,A1.3,STUDY,Knubben 2007,AS_PUBLISHED,RR,1.07,0.88,1.29,,,2.51,20,18,19,16,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Knubben 2007,1.07,0.88,1.29,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 19/20, control 16/18"
E61,A1.3,STUDY,Krogh 2009,AS_PUBLISHED,RR,1.14,0.96,1.37,,,2.9,55,55,48,42,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Krogh 2009,1.14,0.96,1.37,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 48/55, control 42/55; denominators are randomised N (55/55) vs completer Ns 48/42 in A1.1; which arm(s) form 48/55 AMBIGUOUS from plot alone (COO-CON-7)"
E62,A1.3,STUDY,Martinsen 1985,AS_PUBLISHED,RR,0.93,0.74,1.18,,,1.65,24,19,20,17,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Martinsen 1985,0.93,0.74,1.18,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 20/24, control 17/19"
E63,A1.3,STUDY,Mather 2002,AS_PUBLISHED,RR,1.02,0.96,1.09,,,22.56,43,43,43,42,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Mather 2002,1.02,0.96,1.09,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 43/43, control 42/43; largest weight in analysis (22.56%)"
E64,A1.3,STUDY,McNeil 1991,AS_PUBLISHED,RR,1,0.83,1.2,,,2.77,10,10,10,10,,during intervention,107,FOREST_PLOT,,Analysis 1.3,McNeil 1991,1,0.83,1.2,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 10/10, control 10/10"
E65,A1.3,STUDY,Mota-Pereira 2011,AS_PUBLISHED,RR,0.95,0.74,1.22,,,1.47,22,11,19,10,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Mota-Pereira 2011,0.95,0.74,1.22,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 19/22, control 10/11"
E66,A1.3,STUDY,Mutrie 1988,AS_PUBLISHED,RR,1,0.8,1.26,,,1.76,9,7,9,7,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Mutrie 1988,1,0.8,1.26,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 9/9, control 7/7"
E67,A1.3,STUDY,Nabkasorn 2005,AS_PUBLISHED,RR,0.83,0.65,1.06,,,1.56,28,31,21,28,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Nabkasorn 2005,0.83,0.65,1.06,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 21/28, control 28/31"
E68,A1.3,STUDY,Orth 1979,AS_PUBLISHED,RR,1,0.53,1.87,,,0.23,3,2,3,2,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Orth 1979,1,0.53,1.87,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 3/3, control 2/2"
E69,A1.3,STUDY,Pilu 2007,AS_PUBLISHED,RR,1,0.86,1.16,,,4.37,10,20,10,20,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Pilu 2007,1,0.86,1.16,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 10/10, control 20/20"
E70,A1.3,STUDY,Schuch 2011,AS_PUBLISHED,RR,1,0.86,1.16,,,4.25,15,11,15,11,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Schuch 2011,1,0.86,1.16,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 15/15, control 11/11; same RR/CI as Pilu 2007 but different weight"
E71,A1.3,STUDY,Shahidi 2011,AS_PUBLISHED,RR,1.04,0.82,1.33,,,1.61,23,24,20,20,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Shahidi 2011,1.04,0.82,1.33,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 20/23, control 20/24"
E72,A1.3,STUDY,Sims 2009,AS_PUBLISHED,RR,0.92,0.79,1.06,,,4.13,23,22,21,22,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Sims 2009,0.92,0.79,1.06,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 21/23, control 22/22"
E73,A1.3,STUDY,Singh 1997,AS_PUBLISHED,RR,1,0.89,1.12,,,6.66,17,15,17,15,,during intervention,107,FOREST_PLOT,,Analysis 1.3,Singh 1997,1,0.89,1.12,KNOWN,,"RevMan forest table, full text layer; n/N: exercise 17/17, control 15/15"
